회사명,주요제품,비고,종목코드,국적,상장유형,증권구분,상장일,철회일,상장주선인/지정자문인,업종,액면가 (원),공모가 (원),공모금액 (천원),최초상장주식수 (주),유통가능주식수(주),유통비율,공모주식수,신주모집수량,구주매출수량,신주비중,구주비중,인수수수료,수수료율,수요예측 경쟁률,일반청약 경쟁률,기관투자자 참여건수,기관투자자 참여건수(국내),기관투자자 참여건수(해외),일반청약자 청약건수,의무보유 확약,청약증거금(백만원),수요예측일(시작),수요예측일(마감),청약일(시작),청약일(마감),납입일,희망공모가하단(원),희망공모가상단(원),결정 수준,주당평가가액(원),할인율(하단),할인율(상단),상장요건,평가등급(상위),평가등급(하위),가치평가방법,증권신고서 상 멀티플
~,,NEW_자동추가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원익쿼츠,석영유리가공제품,,074600,대한민국,재상장,주권,2003-12-12,,엔에이치투자증권(주),,500,0,0,"6,150,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
상화마이크로텍,비메모리 반도체칩,,072530,대한민국,신규상장,주권,2003-12-05,,KB증권(주),,500,"5,500","9,570,000","5,760,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한우티엔씨,"콘크리트펌프트럭, 중장비개량사업",,041440,대한민국,신규상장,주권,2003-11-14,,한화투자증권(주),,500,"2,800","4,900,000","8,750,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국툰붐,멀티미디어 SI,,054780,대한민국,신규상장,주권,2003-11-14,,메리츠종합금융증권(주),,500,900,"1,690,200","6,261,620",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오텍,"냉동 및 내장탑차, 앰블란스",,067170,대한민국,신규상장,주권,2003-11-14,,현대차증권주식회사,,500,"2,400","3,504,000","4,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에스텍,스피커 및 스피커시스템,,069510,대한민국,신규상장,주권,2003-11-14,,삼성증권(주),,500,"3,100","9,455,000","10,110,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
로체시스템즈,LCD 제조용 이송장비,,071280,대한민국,신규상장,주권,2003-11-14,,한국증권,,500,"7,800","8,112,000","4,440,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이티씨텔레콤,"휴대폰단말기, 유무선전화기",,055810,대한민국,신규상장,주권,2003-11-07,,메릴린치인터내셔날엘엘씨증권 서울지점,,500,"3,000","5,373,750","5,960,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
지식발전소,검색광고,,066270,대한민국,신규상장,주권,2003-11-07,,한화투자증권(주),,500,"14,000","44,283,120","10,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
홈데코,,,025750,대한민국,신규상장,주권,2003-11-04,,미래에셋증권 주식회사,제재 및 목재 가공업,"1,000","1,500","9,000,000","57,796,455",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
휴비츠,"자동검안기, 자동렌즈미터",,065510,대한민국,신규상장,주권,2003-10-31,,현대차증권주식회사,,500,"3,300","2,970,000","4,470,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
중앙백신연구소,동물용백신,,072020,대한민국,신규상장,주권,2003-10-31,,교보증권(주),,500,"2,600","5,163,600","6,620,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
우리산업,HVAC ACTUATOR (자동차 공조장치 부품 등),,072470,대한민국,신규상장,주권,2003-10-28,,하나IB증권주식회사,,500,"2,400","6,172,800","8,572,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
STX조선,,,067250,대한민국,신규상장,주권,2003-10-27,,"신한투자증권 주식회사,한국투자증권(주)",선박 및 보트 건조업,"5,000","14,200","71,000,000","22,980,132",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나노하이텍,TFT-LCD BLU,,071360,대한민국,신규상장,주권,2003-10-24,,미래에셋증권(주),,500,"3,800","9,500,000","12,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디지털대성,대성N스쿨 (교육 프랜차이즈),,068930,대한민국,신규상장,주권,2003-10-17,,한국증권,,500,"4,800","4,502,400","4,688,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
피카소정보통신,DVR(Digital Video Recorder),,069110,대한민국,신규상장,주권,2003-10-14,,유안타증권(주),,500,"3,800","3,230,000","4,250,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이수페타시스,,,007660,대한민국,이전상장,주권,2003-10-07,,미래에셋증권 주식회사,전자부품 제조업,"1,000",0,0,"31,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
팬택앤큐리텔,,,063350,대한민국,신규상장,주권,2003-09-17,,한국투자증권(주),,500,"2,600","109,200,000","148,321,915",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
강원랜드,,,035250,대한민국,이전상장,주권,2003-09-04,,삼성증권(주),유원지 및 기타 오락관련 서비스업,"5,000",0,0,"20,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
티씨케이,반도체 제조공정용 고순도 흑연제품,,064760,대한민국,신규상장,주권,2003-08-18,,교보증권(주),,500,"2,300","5,370,500","11,675,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유아이디,STN LCD GLASS(연마),,069330,대한민국,신규상장,주권,2003-08-18,,교보증권(주),,500,"7,200","10,512,000","4,860,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미광콘택트렌즈,콘택트렌즈,,066850,대한민국,신규상장,주권,2003-08-06,,한국증권,,500,"4,500","7,650,000","5,665,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
휘닉스컴,,,037270,대한민국,신규상장,주권,2003-08-01,,한국증권,광고업,"5,000","20,000","15,000,000","2,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아모텍,"칩바리스터, 아몰퍼스코어",,052710,대한민국,신규상장,주권,2003-08-01,,미래에셋증권(주),,500,"7,500","14,527,350","9,684,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
시스윌,CTI솔루션,,055970,대한민국,신규상장,주권,2003-08-01,,한화투자증권(주),,500,"2,300","3,910,000","7,700,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
농심홀딩스,,,072710,대한민국,재상장,주권,2003-07-30,,,회사 본부 및 경영 컨설팅 서비스업,"5,000",0,0,"1,828,642",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
은성코퍼레이션,"고기능성 청소용품, 목욕용품",,065950,대한민국,신규상장,주권,2003-07-29,,한국증권,,500,"1,330","2,713,200","6,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
파워로직스,휴대폰 배터리 등 2차전지용 보호회로,,047310,대한민국,신규상장,주권,2003-07-25,,한화투자증권(주),,500,"8,500","13,600,000","7,927,200",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠씨에스로직,"비메모리반도체칩(디지털오디오칩, 음성재생용칩)",,068150,대한민국,신규상장,주권,2003-07-21,,한국증권,,500,"7,500","6,225,000","4,100,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동원금융지주,,,071050,대한민국,재상장,주권,2003-07-21,,,기타 금융업,"5,000",0,0,"61,584,243",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
거원시스템,MP3 Player,,056000,대한민국,신규상장,주권,2003-07-11,,유안타증권(주),,500,"6,500","7,410,000","5,340,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이라이콤,TFT-LCD용 Back Light Unit,,041520,대한민국,신규상장,주권,2003-07-04,,유안타증권(주),,500,"2,200","4,950,000","9,750,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
썸텍,"의료/산업용 화상기기, 고주파수술기",,056020,대한민국,신규상장,주권,2003-07-04,,신한투자증권 주식회사,,"1,000","4,300","3,667,900","2,841,061",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
기가텔레콤,이동통신단말기,,064720,대한민국,신규상장,주권,2003-07-04,,미래에셋증권(주),,500,"1,300","2,925,000","11,250,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
캐드랜드,지리정보 소프트웨어,,065560,대한민국,신규상장,주권,2003-07-01,,한국증권,,500,"2,800","2,520,000","4,436,540",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔터기술,휴대용 영상노래반주기,,068420,대한민국,신규상장,주권,2003-07-01,,엔에이치투자증권(주),,500,"12,000","13,200,000","5,271,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유엔젤,,,072130,대한민국,신규상장,주권,2003-07-01,,미래에셋증권(주),"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",500,"14,000","26,234,040","6,244,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
SBS,,,034120,대한민국,이전상장,주권,2003-06-25,,삼성증권(주),텔레비전 방송업,"5,000",0,0,"26,075,117",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
썬코리아전자,LCD 광기능성 시트 및 인버터,,060670,대한민국,신규상장,주권,2003-06-17,,교보증권(주),,500,"1,200","2,160,000","6,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이엠테크닉스,디지털 셋톱박스,,064240,대한민국,신규상장,주권,2003-06-11,,유안타증권(주),,500,"5,100","8,789,350","6,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
예스컴,콜센터구축,,066200,대한민국,신규상장,주권,2003-06-11,,교보증권(주),,500,"4,000","5,060,000","4,166,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨.씨.에스,케이블TV서비스 및 초고속인터넷서비스,,066790,대한민국,신규상장,주권,2003-05-30,,키움증권(주),,"5,000","6,300","8,820,000","4,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케너텍,"축열식 시스템, 공동주택 열병합발전 시스템",,062730,대한민국,신규상장,주권,2003-05-23,,한화투자증권(주),,500,"3,000","2,700,000","4,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
웹젠,3D 온라인게임 '뮤(MU)',,069080,대한민국,신규상장,주권,2003-05-23,,미래에셋증권(주),,500,"32,000","30,720,000","3,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔씨소프트,,,036570,대한민국,이전상장,주권,2003-05-22,,삼성증권(주),"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",500,0,0,"4,792,500",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
국제엘렉트릭코리아,반도체제조용 Diffusion Furnace 및 LP-CVD,,053740,대한민국,신규상장,주권,2003-03-21,,유안타증권(주),,500,"3,000","6,630,000","8,210,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하이스틸,,,071090,대한민국,재상장,주권,2003-02-17,,,1차 철강 제조업,"5,000",0,0,"1,236,358",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
대화제약,"후로스판, 세파메칠 등",,067080,대한민국,신규상장,주권,2003-02-14,,한화투자증권(주),,500,"1,700","5,542,000","10,860,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이콜스,"시스템통합(SI), ERP 솔루션 등",,065810,대한민국,신규상장,주권,2003-02-12,,메리츠종합금융증권(주),,500,"1,900","6,460,000","11,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
우수기계공업,"엔진, 조향 및 기아변속기 부품",,066590,대한민국,신규상장,주권,2003-02-12,,유안타증권(주),,500,"2,200","2,266,000","3,430,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하츠,"레인지후드, 빌트인 기기 등",,066130,대한민국,신규상장,주권,2003-02-11,,미래에셋증권(주),,500,"3,800","10,534,208","12,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
쓰리쎄븐,"매니큐어세트, 손톱깎이",,067290,대한민국,신규상장,주권,2003-02-11,,키움증권(주),,500,"4,900","6,860,000","4,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
헤드라인정보통신,생활 및 산업용 무전기,,066340,대한민국,신규상장,주권,2003-02-07,,푸르덴셜,,500,"6,600","8,712,000","4,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에스비에스아이,"컨텐츠, 프로젝트",,046140,대한민국,신규상장,주권,2003-02-05,,한국증권,,500,"4,200","13,734,000","10,899,969",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
빅텍,전자전시스템 장치류,,065450,대한민국,신규상장,주권,2003-02-05,,미래에셋증권(주),,500,"1,800","2,520,000","4,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
팬텀,"골프볼, 골프웨어",,025460,대한민국,신규상장,주권,2003-01-29,,엔에이치투자증권(주),,"5,000","8,700","4,002,000","1,520,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
탑엔지니어링,LCD Cell Line 자동화 장치,,065130,대한민국,신규상장,주권,2003-01-29,,미래에셋증권 주식회사,,500,"2,700","7,128,000","8,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
태경화학,,,006890,대한민국,이전상장,주권,2003-01-28,,메리츠증권 주식회사,기초 화학물질 제조업,500,"2,450","9,016,000","11,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국오발,"유량계, 유량계측시스템, 밸브 등",,017010,대한민국,신규상장,주권,2003-01-28,,하나IB증권주식회사,,500,"2,300","3,045,890","4,410,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
소프트텔레웨어,이동통신 핵심망 및 서비스망 솔루션 개발 공급,,065440,대한민국,신규상장,주권,2003-01-28,,키움증권(주),,500,"3,700","4,921,000","6,030,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이씨더블류,와이퍼브레이드,,068060,대한민국,신규상장,주권,2003-01-28,,교보증권(주),,500,"2,000","3,280,000","5,440,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디에스알제강,,,069730,대한민국,신규상장,주권,2003-01-28,,미래에셋증권 주식회사,1차 철강 제조업,500,"1,300","5,720,000","14,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국큐빅,Curl Fit(표면처리사업),,021650,대한민국,신규상장,주권,2003-01-24,,현대차증권주식회사,,500,"2,900","5,220,000","6,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국교육미디어,"수능학습지, 인터넷 학원",,048270,대한민국,신규상장,주권,2003-01-24,,미래에셋증권 주식회사,,500,"2,100","6,877,500","10,912,306",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
재영솔루텍,플라스틱 사출금형,,049630,대한민국,신규상장,주권,2003-01-24,,엔에이치투자증권(주),,500,"2,500","13,180,300","17,550,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에스디,진단시약,,066930,대한민국,신규상장,주권,2003-01-24,,KB증권(주),,500,"3,700","5,194,800","6,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
인터플렉스,연성회로기판(Flexible PCB),,051370,대한민국,신규상장,주권,2003-01-22,,대신증권(주),,500,"3,000","11,100,000","12,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼영이엔씨,"GMDSS장비, GPS플로터 등",,065570,대한민국,신규상장,주권,2003-01-21,,한국증권,,500,"3,300","7,920,000","8,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
명진아트,음반재킷 제작,,065650,대한민국,신규상장,주권,2003-01-21,,교보증권(주),,500,"2,100","1,638,000","2,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
티에스엠텍,티타늄 에칭챔바,,066350,대한민국,신규상장,주권,2003-01-21,,한화투자증권(주),,500,"2,700","4,933,413","6,070,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하이쎌,TFT-LCD용 광기능성 필름,,066980,대한민국,신규상장,주권,2003-01-17,,엔에이치투자증권(주),,500,"3,800","4,218,000","5,550,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
산성피앤씨,"골판지, 지함",,016100,대한민국,신규상장,주권,2003-01-15,,한양증권(주),,500,"1,100","1,276,000","3,860,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나래시스템,네트워크 설계 및 구축,,065910,대한민국,신규상장,주권,2003-01-10,,한국증권,,500,"2,000","2,660,000","4,430,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한농화성,,,011500,대한민국,신규상장,주권,2003-01-09,,메리츠증권 주식회사,기타 화학제품 제조업,"5,000","10,500","4,620,000","1,440,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이스디지텍,편광필름,,036550,대한민국,신규상장,주권,2003-01-07,,하나증권주식회사,,500,"4,916",0,"12,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
케이피엠테크,"표면처리약품, 전자동 도금설비",,042040,대한민국,신규상장,주권,2003-01-07,,메리츠종합금융증권(주),,500,"2,200","5,280,000","8,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
풍경정화,"착색제, 잉크 등",,065940,대한민국,신규상장,주권,2003-01-07,,현대차증권주식회사,,500,"3,100","6,200,000","6,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에스제이윈텍,"리모컨, 컨트롤러, 셋탑박스",,061050,대한민국,신규상장,주권,2003-01-06,,현대차증권주식회사,,500,"2,600","7,800,000","12,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엘앤에프,TFT-LCD BLU(Back Light Unit),,066970,대한민국,신규상장,주권,2003-01-02,,엔에이치투자증권(주),,500,"2,200","3,850,000","8,750,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디스플레이테크,LCD Module,,066670,대한민국,신규상장,주권,2002-12-30,,유안타증권(주),,500,"4,000","6,600,000","8,250,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
코닉테크,"환경필터용 부직포, 스포츠용 부직포, 각종산업용 부직포",,047820,대한민국,신규상장,주권,2002-12-24,,엔에이치투자증권(주),,500,"1,400","1,820,000","4,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
선우엔터테인먼트,만화영화제작,,066430,대한민국,신규상장,주권,2002-12-24,,한국증권,,500,"3,400","7,480,000","7,300,312",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
코어세스,"xDSL, Ethernet Switch",,052210,대한민국,신규상장,주권,2002-12-23,,신한투자증권 주식회사,,500,0,0,"16,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
선광전자,CCTV CAMERA 등,,064090,대한민국,신규상장,주권,2002-12-17,,유안타증권(주),,500,"3,400","4,335,000","4,250,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
쎌바이오텍,유산균 원말 및 완제품,,049960,대한민국,신규상장,주권,2002-12-13,,미래에셋증권 주식회사,,500,"1,500","2,190,000","7,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이에스하이텍,"LCD Module(7"" 이하), LCD Back Light(BLU), 기타(플라스틱금형·사출)",,060910,대한민국,신규상장,주권,2002-12-13,,엔에이치투자증권(주),,500,"1,800","5,562,000","10,288,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
그로웰메탈,자동차 부품(알루미늄 다이캐스팅),,070080,대한민국,재상장,주권,2002-12-13,,엔에이치투자증권(주),,500,0,0,"12,173,770",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
능률영어사,영어학습교재,,053290,대한민국,신규상장,주권,2002-12-10,,엔에이치투자증권(주),,500,"2,200","3,111,548","4,713,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
폴리플러스,ABS 수지,,065610,대한민국,신규상장,주권,2002-12-06,,푸르덴셜,,500,"1,600","4,800,000","10,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
바른전자,"메모리 카드, 스마트 카드 등",,064520,대한민국,신규상장,주권,2002-12-04,,한국증권,,500,"1,800","2,089,800","5,768,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
현대백화점,,,069960,대한민국,재상장,주권,2002-11-25,,,종합 소매업,"5,000",0,0,"22,167,722",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
이니시스,전자지불서비스,,035600,대한민국,신규상장,주권,2002-11-22,,미래에셋증권 주식회사,,100,0,0,"63,680,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
렉스진바이오텍,건강보조식품 등,,065170,대한민국,신규상장,주권,2002-11-19,,엔에이치투자증권(주),,500,"4,900","8,428,000","5,720,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하이스마텍,IC Card 및 전자화폐 등,,057100,대한민국,신규상장,주권,2002-11-15,,미래에셋증권(주),,500,"3,500","4,970,000","5,320,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대호에이엘,,,069460,대한민국,재상장,주권,2002-11-11,,,1차 비철금속 제조업,500,0,0,"27,134,839",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
남선홈웨어,,,069470,대한민국,재상장,주권,2002-11-11,,,기타 정보 서비스업,500,0,0,"17,569,320",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
동양크레디텍,"브라운관모니터 부품(EAR, Shrinkage Band 등)",,056340,대한민국,신규상장,주권,2002-11-08,,한국증권,,500,"4,000","5,760,000","4,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
파라다이스,카지노,,034230,대한민국,신규상장,주권,2002-11-05,,미래에셋증권 주식회사,,500,"4,100","76,834,000","93,700,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
모닷텔,CDMA단말기,,048150,대한민국,신규상장,주권,2002-11-05,,푸르덴셜,,500,"4,100","11,480,000","9,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
휴먼정보기술,교육프랜차이즈사업,,066480,대한민국,신규상장,주권,2002-11-05,,KB증권(주),,500,"2,400","2,400,000","3,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오디티,액정표시장치(모듈),,041590,대한민국,신규상장,주권,2002-11-01,,신영증권(주),,500,"1,400","1,820,000","6,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대웅제약,,,069620,대한민국,재상장,주권,2002-11-01,,,의약품 제조업,"2,500",0,0,"9,878,538",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
마니커,,,027740,대한민국,이전상장,주권,2002-10-29,,메리츠증권 주식회사,"도축, 육류 가공 및 저장 처리업","5,000","9,800","4,410,000","1,950,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔,인터넷검색 및 게임서비스,,035420,대한민국,신규상장,주권,2002-10-29,,미래에셋증권 주식회사,,500,"22,000","45,342,000","7,437,050",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디엠티,식음료용 피팅,,065270,대한민국,신규상장,주권,2002-10-23,,대신증권(주),,500,"5,150","6,180,000","4,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
주식회사삼영,,,036530,대한민국,이전상장,주권,2002-10-22,,엔에이치투자증권(주),회사 본부 및 경영 컨설팅 서비스업,500,0,0,"7,500,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
엔하이테크,LED&LCD UNIT,,046720,대한민국,신규상장,주권,2002-10-10,,부국증권(주),,500,0,0,"5,475,600",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
휴켐스,,,069260,대한민국,재상장,주권,2002-10-07,,,기타 화학제품 제조업,"1,000",0,0,"21,290,932",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
새로닉스,Focus Pack,,042600,대한민국,신규상장,주권,2002-10-01,,브릿지1,,500,"1,500","5,400,000","12,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디브이에스코리아,DVD Loader,,046400,대한민국,신규상장,주권,2002-10-01,,한국증권,,500,"2,500","15,000,000","19,070,990",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디엠테크놀로지,"DVD Player, DVD Receiver",,065340,대한민국,신규상장,주권,2002-09-26,,교보증권(주),,500,"7,200","10,528,344","5,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
세종공업,,,033530,대한민국,이전상장,주권,2002-09-25,,메리츠증권 주식회사,자동차 신품 부품 제조업,500,0,0,"20,054,430",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
샤인시스템,PVC창호,,066300,대한민국,신규상장,주권,2002-09-25,,유안타증권(주),,500,"8,500","9,350,000","3,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대진공업,"하우징, 리테이너베어링",,065500,대한민국,신규상장,주권,2002-09-19,,신영증권(주),,500,800,"1,528,000","6,354,030",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
소프트랜드,"소프트웨어, 하드웨어",,037320,대한민국,신규상장,주권,2002-09-17,,DB증권주식회사,,"1,000",0,0,"4,746,746",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
콤텔시스템,콜센터운영서비스,,060900,대한민국,신규상장,주권,2002-09-17,,엔에이치투자증권(주),,500,"1,700","2,890,000","8,400,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
국보디자인,인테리어디자인,,066620,대한민국,신규상장,주권,2002-09-05,,엔에이치투자증권(주)(농협),,500,"5,000","9,000,000","5,800,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이모션,e-Business Solution & Service,,052770,대한민국,신규상장,주권,2002-08-22,,한화투자증권(주),,500,"8,000","5,248,000","2,656,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
